sale_id,sale_date,product_id,product_name,category,region,sales_rep,quantity,unit_price,unit_cost,discount,revenue,profit,payment_method
S00508,2024-06-22,P009,Headphones,Electronics,South,George,19,150,50,0.06,2679.0,1786.0,Cash
S00509,2024-12-12,P008,Standing Desk,Furniture,South,Ethan,19,500,200,0.22,7410.0,4446.0,UPI
S00510,2024-05-07,P006,Notebook,Stationery,East,Alice,14,8,2,0.24,85.12,63.84,Net Banking
S00511,2024-08-31,P002,Mouse,Electronics,South,Bob,13,30,10,0.17,323.7,215.8,Net Banking
S00512,2024-04-30,P006,Notebook,Stationery,South,Diana,7,8,2,0.22,43.68,32.76,UPI
S00513,2024-03-02,P005,Monitor,Electronics,North,Fiona,7,350,150,0.06,2303.0,1316.0,Credit Card
S00514,2024-11-13,P008,Standing Desk,Furniture,East,Alice,20,500,200,0.0,10000.0,6000.0,Net Banking
S00515,2024-03-06,P008,Standing Desk,Furniture,Central,Ethan,19,500,200,0.22,7410.0,4446.0,Credit Card
S00516,2024-08-22,P009,Headphones,Electronics,South,Fiona,14,150,50,0.12,1848.0,1232.0,Credit Card
S00517,2024-10-24,P009,Headphones,Electronics,West,,15,150,50,0.08,2070.0,1380.0,Credit Card
S00518,2024-11-09,P006,Notebook,Stationery,West,Ethan,12,8,2,0.15,81.6,61.2,Net Banking
S00519,2024-05-23,P006,Notebook,Stationery,West,Fiona,6,8,2,0.12,42.24,31.68,Cash
S00520,2024-04-30,P003,Keyboard,Electronics,East,Diana,19,60,20,0.03,1105.8,737.2,Cash
S00521,2024-03-31,P007,Pen Pack,Stationery,North,Charlie,7,5,1,0.04,33.6,26.88,Cash
S00522,2024-05-08,P008,Standing Desk,Furniture,East,Fiona,5,500,200,0.25,1875.0,1125.0,Credit Card
S00523,2024-08-18,P007,Pen Pack,Stationery,North,Ethan,4,5,1,0.17,16.6,13.28,Net Banking
S00524,2024-03-03,P005,Monitor,Electronics,West,Ethan,12,350,150,0.09,3822.0,2184.0,Net Banking
S00525,2024-06-30,P010,Webcam,Electronics,East,Charlie,7,90,30,0.14,541.8,361.2,Net Banking
S00526,2024-08-25,P009,Headphones,Electronics,East,Bob,16,150,50,0.19,1944.0,1296.0,UPI
S00527,2024-02-10,P003,Keyboard,Electronics,North,George,11,60,20,0.11,587.4,391.6,UPI
S00528,2024-05-18,P006,Notebook,Stationery,West,Ethan,8,8,2,0.08,58.88,44.16,Cash
S00529,2024-03-05,P006,Notebook,Stationery,North,Charlie,19,8,2,0.13,132.24,99.18,UPI
S00530,2024-10-07,P005,Monitor,Electronics,West,Bob,3,350,150,0.05,997.5,570.0,Credit Card
S00531,2024-02-13,P001,Laptop,Electronics,South,Bob,13,1200,800,0.13,13572.0,4524.0,Cash
S00532,2024-01-15,P005,Monitor,Electronics,South,Charlie,8,350,150,0.06,2632.0,1504.0,Credit Card
S00533,2024-12-23,P006,Notebook,Stationery,South,Ethan,11,8,2,0.22,68.64,51.48,UPI
S00534,2024-06-07,P010,Webcam,Electronics,Central,George,20,90,30,0.11,1602.0,1068.0,Net Banking
S00535,2024-03-20,P008,Standing Desk,Furniture,East,Ethan,18,500,200,0.06,8460.0,5076.0,Net Banking
S00536,2024-09-30,P001,Laptop,Electronics,West,Charlie,1,1200,800,0.13,1044.0,348.0,Credit Card
S00537,2024-10-07,P008,Standing Desk,Furniture,North,Ethan,16,500,200,0.07,7440.0,4464.0,Net Banking
S00538,2024-07-12,P004,Desk Chair,Furniture,West,Diana,14,250,100,0.22,2730.0,1638.0,UPI
S00539,2024-05-17,P005,Monitor,Electronics,Central,Ethan,3,350,150,0.11,934.5,534.0,Cash
S00540,2024-12-24,P004,Desk Chair,Furniture,East,Hannah,3,250,100,0.05,712.5,427.5,Cash
S00541,2024-02-22,P004,Desk Chair,Furniture,South,,11,250,100,0.0,2750.0,1650.0,Net Banking
S00542,2024-09-09,P005,Monitor,Electronics,North,Diana,5,350,150,0.18,1435.0,820.0,UPI
S00543,2024-06-18,P006,Notebook,Stationery,North,Fiona,14,8,2,0.08,103.04,77.28,Credit Card
S00544,2024-07-14,P003,Keyboard,Electronics,East,Hannah,2,60,20,0.07,111.6,74.4,Credit Card
S00545,2024-04-11,P002,Mouse,Electronics,North,Diana,8,30,10,0.1,216.0,144.0,Cash
S00546,2024-06-14,P002,Mouse,Electronics,East,George,17,30,10,0.17,423.3,282.2,UPI
S00547,2024-12-07,P001,Laptop,Electronics,North,Ethan,18,1200,800,0.13,18792.0,6264.0,UPI
S00548,2024-03-02,P002,Mouse,Electronics,Central,Charlie,8,30,10,0.16,201.6,134.4,Cash
S00549,2024-07-09,P004,Desk Chair,Furniture,South,Hannah,1,250,100,0.24,190.0,114.0,Credit Card
S00550,2024-01-31,P004,Desk Chair,Furniture,North,Fiona,6,250,100,0.12,1320.0,792.0,Net Banking
S00551,2024-11-26,P003,Keyboard,Electronics,Central,Diana,18,60,20,0.2,864.0,576.0,Net Banking
S00552,2024-09-05,P008,Standing Desk,Furniture,North,Charlie,7,500,200,0.01,3465.0,2079.0,Cash
S00553,2024-08-27,P009,Headphones,Electronics,East,Charlie,10,150,50,0.14,1290.0,860.0,Net Banking
S00554,2024-10-04,P010,Webcam,Electronics,East,Hannah,18,90,30,0.04,1555.2,1036.8,Net Banking
S00555,2024-07-05,P008,Standing Desk,Furniture,Central,Charlie,1,500,200,0.19,405.0,243.0,UPI
S00556,2024-10-09,P006,Notebook,Stationery,West,George,3,8,2,0.16,20.16,15.12,UPI
S00557,2024-01-23,P010,Webcam,Electronics,North,Bob,10,90,30,0.08,828.0,552.0,UPI
S00558,2024-11-24,P003,Keyboard,Electronics,,Bob,2,60,20,0.05,114.0,76.0,Cash
S00559,2024-02-06,P008,Standing Desk,Furniture,Central,Alice,17,500,200,0.16,7140.0,4284.0,Credit Card
S00560,2024-07-03,P004,Desk Chair,Furniture,North,Hannah,16,250,100,0.23,3080.0,1848.0,Cash
S00561,2024-02-09,P006,Notebook,Stationery,East,Alice,2,8,2,0.21,12.64,9.48,UPI
S00562,2024-12-02,P009,Headphones,Electronics,Central,George,4,150,50,0.03,582.0,388.0,UPI
S00563,2024-07-02,P010,Webcam,Electronics,Central,Bob,6,90,30,0.14,464.4,309.6,Cash
S00564,2024-09-30,P007,Pen Pack,Stationery,South,George,4,5,1,0.04,19.2,15.36,Cash
S00565,2024-06-14,P006,Notebook,Stationery,West,Fiona,11,8,2,0.14,75.68,56.76,UPI
S00566,2024-08-17,P010,Webcam,Electronics,West,Ethan,18,90,30,0.05,1539.0,1026.0,Cash
S00567,2024-01-04,P001,Laptop,Electronics,East,Charlie,2,1200,800,0.25,1800.0,600.0,Net Banking
S00568,2024-10-10,P004,Desk Chair,Furniture,East,,7,250,100,0.21,1382.5,829.5,UPI
S00569,2024-05-07,P002,Mouse,Electronics,Central,Ethan,2,30,10,0.12,52.8,35.2,UPI
S00570,2024-09-04,P005,Monitor,Electronics,East,Diana,10,350,150,0.02,3430.0,1960.0,UPI
S00571,2024-10-22,P008,Standing Desk,Furniture,,Ethan,19,500,200,0.2,7600.0,4560.0,Cash
S00572,2024-04-26,P002,Mouse,Electronics,North,George,2,30,10,0.23,46.2,30.8,Credit Card
S00573,2024-06-16,P007,Pen Pack,Stationery,South,,2,5,1,0.08,9.2,7.36,UPI
S00574,2024-09-15,P003,Keyboard,Electronics,Central,Hannah,2,60,20,0.17,99.6,66.4,Credit Card
S00575,2024-10-19,P004,Desk Chair,Furniture,West,Charlie,14,250,100,0.07,3255.0,1953.0,Credit Card
S00576,2024-03-10,P009,Headphones,Electronics,South,George,13,150,50,0.07,1813.5,1209.0,Cash
S00577,2024-05-06,P009,Headphones,Electronics,Central,Diana,7,150,50,0.12,924.0,616.0,UPI
S00578,2024-08-04,P002,Mouse,Electronics,West,Bob,9,30,10,0.19,218.7,145.8,Net Banking
S00579,2024-06-28,P006,Notebook,Stationery,South,Alice,7,8,2,0.08,51.52,38.64,Cash
S00580,2024-03-20,P010,Webcam,Electronics,East,Diana,5,90,30,0.11,400.5,267.0,Credit Card
S00581,2024-01-08,P002,Mouse,Electronics,East,Charlie,2,30,10,0.06,56.4,37.6,Net Banking
S00582,2024-04-18,P002,Mouse,Electronics,Central,,10,30,10,0.11,267.0,178.0,UPI
S00583,2024-07-11,P009,Headphones,Electronics,North,Charlie,17,150,50,0.19,2065.5,1377.0,Credit Card
S00584,2024-02-04,P005,Monitor,Electronics,North,Ethan,6,350,150,0.02,2058.0,1176.0,Cash
S00585,2024-04-28,P005,Monitor,Electronics,West,,12,350,150,0.22,3276.0,1872.0,Cash
S00586,2024-08-22,P009,Headphones,Electronics,Central,Bob,4,150,50,0.23,462.0,308.0,Credit Card
S00587,2024-01-10,P001,Laptop,Electronics,South,Hannah,8,1200,800,0.23,7392.0,2464.0,Net Banking
S00588,2024-07-17,P006,Notebook,Stationery,East,Ethan,12,8,2,0.16,80.64,60.48,Credit Card
S00589,2024-07-14,P009,Headphones,Electronics,North,George,9,150,50,0.06,1269.0,846.0,UPI
S00590,2024-08-17,P007,Pen Pack,Stationery,East,Ethan,8,5,1,0.14,34.4,27.52,UPI
S00591,2024-12-18,P004,Desk Chair,Furniture,East,Diana,5,250,100,0.15,1062.5,637.5,UPI
S00592,2024-09-29,P007,Pen Pack,Stationery,Central,Charlie,5,5,1,0.16,21.0,16.8,Credit Card
S00593,2024-07-29,P003,Keyboard,Electronics,West,Alice,11,60,20,0.21,521.4,347.6,Net Banking
S00594,2024-11-11,P008,Standing Desk,Furniture,Central,Charlie,9,500,200,0.04,4320.0,2592.0,Net Banking
S00595,2024-02-10,P010,Webcam,Electronics,East,Diana,19,90,30,0.15,1453.5,969.0,Cash
S00596,2024-09-08,P003,Keyboard,Electronics,West,Fiona,17,60,20,0.21,805.8,537.2,Cash
S00597,2024-05-18,P003,Keyboard,Electronics,North,,6,60,20,0.05,342.0,228.0,Cash
S00598,2024-12-18,P004,Desk Chair,Furniture,West,Hannah,7,250,100,0.19,1417.5,850.5,Net Banking
S00599,2024-11-09,P008,Standing Desk,Furniture,West,George,8,500,200,0.11,3560.0,2136.0,Credit Card
S00600,2024-09-22,P009,Headphones,Electronics,South,Alice,4,150,50,0.11,534.0,356.0,Cash
S00601,2024-07-22,P001,Laptop,Electronics,West,Alice,18,1200,800,0.1,19440.0,6480.0,Net Banking
S00602,2024-08-25,P005,Monitor,Electronics,South,Alice,15,350,150,0.04,5040.0,2880.0,Cash
S00603,2024-08-18,P002,Mouse,Electronics,East,Charlie,17,30,10,0.03,494.7,329.8,Credit Card
S00604,2024-05-08,P003,Keyboard,Electronics,North,Diana,15,60,20,0.15,765.0,510.0,Net Banking
S00605,2024-09-18,P003,Keyboard,Electronics,West,Fiona,4,60,20,0.02,235.2,156.8,UPI
S00606,2024-03-24,P007,Pen Pack,Stationery,South,Fiona,18,5,1,0.1,81.0,64.8,UPI
S00607,2024-03-01,P003,Keyboard,Electronics,South,Hannah,2,60,20,0.1,108.0,72.0,UPI
S00608,2024-10-05,P004,Desk Chair,Furniture,West,Hannah,1,250,100,0.16,210.0,126.0,Credit Card
S00609,2024-02-10,P010,Webcam,Electronics,West,Hannah,16,90,30,0.06,1353.6,902.4,Credit Card
S00610,2024-03-16,P004,Desk Chair,Furniture,,Diana,18,250,100,0.07,4185.0,2511.0,Credit Card
S00611,2024-06-01,P006,Notebook,Stationery,Central,,2,8,2,0.04,15.36,11.52,Net Banking
S00612,2024-12-04,P002,Mouse,Electronics,Central,Charlie,2,30,10,0.03,58.2,38.8,UPI
S00613,2024-07-07,P008,Standing Desk,Furniture,East,,19,500,200,0.09,8645.0,5187.0,Cash
S00614,2024-06-17,P002,Mouse,Electronics,East,Hannah,14,30,10,0.21,331.8,221.2,Cash
S00615,2024-02-14,P009,Headphones,Electronics,Central,Bob,7,150,50,0.17,871.5,581.0,Cash
S00616,2024-06-30,P010,Webcam,Electronics,Central,Ethan,10,90,30,0.11,801.0,534.0,UPI
S00617,2024-11-08,P010,Webcam,Electronics,South,Hannah,19,90,30,0.12,1504.8,1003.2,UPI
S00618,2024-04-16,P005,Monitor,Electronics,North,,7,350,150,0.0,2450.0,1400.0,Cash
S00619,2024-04-13,P007,Pen Pack,Stationery,,Diana,2,5,1,0.08,9.2,7.36,Net Banking
S00620,2024-12-17,P005,Monitor,Electronics,North,Fiona,3,350,150,0.08,966.0,552.0,Net Banking
S00621,2024-06-18,P006,Notebook,Stationery,South,Alice,13,8,2,0.18,85.28,63.96,Net Banking
S00622,2024-10-01,P008,Standing Desk,Furniture,West,Hannah,16,500,200,0.2,6400.0,3840.0,Net Banking
S00623,2024-10-11,P008,Standing Desk,Furniture,East,Ethan,14,500,200,0.23,5390.0,3234.0,Credit Card
S00624,2024-05-23,P004,Desk Chair,Furniture,South,Fiona,19,250,100,0.17,3942.5,2365.5,Credit Card
S00625,2024-06-06,P006,Notebook,Stationery,North,George,13,8,2,0.16,87.36,65.52,Net Banking
S00626,2024-04-20,P001,Laptop,Electronics,East,Diana,9,1200,800,0.1,9720.0,3240.0,Net Banking
S00627,2024-08-15,P003,Keyboard,Electronics,North,,4,60,20,0.09,218.4,145.6,Credit Card
S00628,2024-06-07,P008,Standing Desk,Furniture,Central,Hannah,17,500,200,0.04,8160.0,4896.0,Net Banking
S00629,2024-08-23,P003,Keyboard,Electronics,North,Charlie,4,60,20,0.21,189.6,126.4,Cash
S00630,2024-02-22,P009,Headphones,Electronics,North,Bob,4,150,50,0.0,600.0,400.0,Net Banking
S00631,2024-05-26,P001,Laptop,Electronics,South,Diana,19,1200,800,0.19,18468.0,6156.0,Net Banking
S00632,2024-02-28,P009,Headphones,Electronics,East,Ethan,11,150,50,0.19,1336.5,891.0,Credit Card
S00633,2024-03-13,P010,Webcam,Electronics,East,Fiona,18,90,30,0.13,1409.4,939.6,Net Banking
S00634,2024-03-07,P010,Webcam,Electronics,North,Fiona,8,90,30,0.04,691.2,460.8,Credit Card
S00635,2024-10-30,P008,Standing Desk,Furniture,Central,George,2,500,200,0.03,970.0,582.0,Cash
S00636,2024-10-17,P010,Webcam,Electronics,West,Bob,12,90,30,0.08,993.6,662.4,UPI
S00637,2024-03-14,P002,Mouse,Electronics,South,Hannah,15,30,10,0.02,441.0,294.0,Net Banking
S00638,2024-08-20,P006,Notebook,Stationery,East,Fiona,13,8,2,0.05,98.8,74.1,Cash
S00639,2024-06-27,P001,Laptop,Electronics,East,Hannah,3,1200,800,0.12,3168.0,1056.0,UPI
S00640,2024-06-03,P009,Headphones,Electronics,North,Bob,4,150,50,0.1,540.0,360.0,Cash
S00641,2024-02-03,P007,Pen Pack,Stationery,West,Charlie,19,5,1,0.1,85.5,68.4,Net Banking
S00642,2024-03-29,P004,Desk Chair,Furniture,South,Fiona,19,250,100,0.11,4227.5,2536.5,Credit Card
S00643,2024-03-31,P010,Webcam,Electronics,West,Fiona,16,90,30,0.03,1396.8,931.2,Net Banking
S00644,2024-02-16,P007,Pen Pack,Stationery,North,George,3,5,1,0.15,12.75,10.2,UPI
S00645,2024-08-19,P003,Keyboard,Electronics,South,Alice,19,60,20,0.23,877.8,585.2,Net Banking
S00646,2024-08-10,P007,Pen Pack,Stationery,East,Fiona,20,5,1,0.14,86.0,68.8,Net Banking
S00647,2024-02-01,P002,Mouse,Electronics,East,George,19,30,10,0.0,570.0,380.0,Net Banking
S00648,2024-01-16,P009,Headphones,Electronics,East,Fiona,2,150,50,0.0,300.0,200.0,UPI
S00649,2024-10-06,P007,Pen Pack,Stationery,West,George,19,5,1,0.1,85.5,68.4,UPI
S00650,2024-05-27,P003,Keyboard,Electronics,South,Fiona,16,60,20,0.03,931.2,620.8,UPI
S00651,2024-12-02,P003,Keyboard,Electronics,West,,1,60,20,0.02,58.8,39.2,Cash
S00652,2024-08-05,P003,Keyboard,Electronics,Central,Hannah,3,60,20,0.03,174.6,116.4,UPI
S00653,2024-08-05,P008,Standing Desk,Furniture,South,George,17,500,200,0.11,7565.0,4539.0,Credit Card
S00654,2024-10-22,P010,Webcam,Electronics,Central,Ethan,16,90,30,0.21,1137.6,758.4,Net Banking
S00655,2024-03-13,P001,Laptop,Electronics,North,Bob,2,1200,800,0.14,2064.0,688.0,Net Banking
S00656,2024-12-16,P008,Standing Desk,Furniture,North,Bob,17,500,200,0.02,8330.0,4998.0,Net Banking
S00657,2024-08-28,P010,Webcam,Electronics,Central,Alice,2,90,30,0.23,138.6,92.4,Net Banking
S00658,2024-06-04,P007,Pen Pack,Stationery,Central,Ethan,12,5,1,0.24,45.6,36.48,Net Banking
S00659,2024-01-14,P001,Laptop,Electronics,Central,Ethan,16,1200,800,0.14,16512.0,5504.0,Net Banking
S00660,2024-05-23,P008,Standing Desk,Furniture,Central,Ethan,3,500,200,0.03,1455.0,873.0,Net Banking
S00661,2024-03-30,P005,Monitor,Electronics,East,Charlie,1,350,150,0.19,283.5,162.0,Net Banking
S00662,2024-03-15,P004,Desk Chair,Furniture,North,Alice,16,250,100,0.05,3800.0,2280.0,UPI
S00663,2024-04-17,P008,Standing Desk,Furniture,South,Hannah,14,500,200,0.19,5670.0,3402.0,Net Banking
S00664,2024-06-03,P001,Laptop,Electronics,West,Charlie,9,1200,800,0.19,8748.0,2916.0,Cash
S00665,2024-08-10,P009,Headphones,Electronics,Central,Hannah,8,150,50,0.09,1092.0,728.0,Credit Card
S00666,2024-11-22,P005,Monitor,Electronics,Central,Alice,15,350,150,0.1,4725.0,2700.0,Net Banking
S00667,2024-05-10,P007,Pen Pack,Stationery,North,Fiona,20,5,1,0.23,77.0,61.6,Cash
S00668,2024-06-09,P008,Standing Desk,Furniture,South,Diana,8,500,200,0.18,3280.0,1968.0,Credit Card
S00669,2024-04-22,P001,Laptop,Electronics,East,Bob,3,1200,800,0.0,3600.0,1200.0,Net Banking
S00670,2024-11-02,P005,Monitor,Electronics,South,Alice,7,350,150,0.01,2425.5,1386.0,Credit Card
S00671,2024-05-09,P002,Mouse,Electronics,South,Charlie,3,30,10,0.21,71.1,47.4,Net Banking
S00672,2024-05-11,P008,Standing Desk,Furniture,East,Ethan,3,500,200,0.16,1260.0,756.0,UPI
S00673,2024-05-15,P002,Mouse,Electronics,East,Fiona,9,30,10,0.19,218.7,145.8,UPI
S00674,2024-02-25,P008,Standing Desk,Furniture,West,George,3,500,200,0.12,1320.0,792.0,UPI
S00675,2024-01-18,P009,Headphones,Electronics,North,Hannah,14,150,50,0.05,1995.0,1330.0,Credit Card
S00676,2024-11-30,P002,Mouse,Electronics,South,Alice,19,30,10,0.18,467.4,311.6,Credit Card
S00677,2024-12-28,P001,Laptop,Electronics,Central,George,13,1200,800,0.07,14508.0,4836.0,Cash
S00678,2024-07-15,P008,Standing Desk,Furniture,North,Bob,14,500,200,0.1,6300.0,3780.0,Cash
S00679,2024-01-29,P002,Mouse,Electronics,West,Fiona,19,30,10,0.13,495.9,330.6,Credit Card
S00680,2024-11-27,P006,Notebook,Stationery,East,Hannah,18,8,2,0.21,113.76,85.32,UPI
S00681,2024-02-24,P003,Keyboard,Electronics,West,Diana,18,60,20,0.01,1069.2,712.8,Net Banking
S00682,2024-01-13,P008,Standing Desk,Furniture,South,Diana,3,500,200,0.22,1170.0,702.0,UPI
S00683,2024-01-09,P008,Standing Desk,Furniture,West,Ethan,13,500,200,0.02,6370.0,3822.0,Credit Card
S00684,2024-08-22,P006,Notebook,Stationery,Central,George,2,8,2,0.08,14.72,11.04,UPI
S00685,2024-08-29,P010,Webcam,Electronics,North,,8,90,30,0.23,554.4,369.6,Credit Card
S00686,2024-08-21,P004,Desk Chair,Furniture,North,Ethan,5,250,100,0.0,1250.0,750.0,UPI
S00687,2024-04-22,P010,Webcam,Electronics,Central,Hannah,3,90,30,0.2,216.0,144.0,Credit Card
S00688,2024-10-06,P004,Desk Chair,Furniture,Central,George,14,250,100,0.08,3220.0,1932.0,UPI
S00689,2024-03-13,P006,Notebook,Stationery,East,Fiona,7,8,2,0.19,45.36,34.02,Cash
S00690,2024-07-11,P003,Keyboard,Electronics,Central,Alice,12,60,20,0.14,619.2,412.8,UPI
S00691,2024-05-25,P001,Laptop,Electronics,Central,,16,1200,800,0.02,18816.0,6272.0,Cash
S00692,2024-11-08,P008,Standing Desk,Furniture,South,Hannah,5,500,200,0.05,2375.0,1425.0,Credit Card
S00693,2024-06-27,P010,Webcam,Electronics,East,Bob,6,90,30,0.18,442.8,295.2,Cash
S00694,2024-09-16,P001,Laptop,Electronics,Central,Bob,18,1200,800,0.06,20304.0,6768.0,UPI
S00695,2024-09-11,P008,Standing Desk,Furniture,West,Charlie,7,500,200,0.07,3255.0,1953.0,UPI
S00696,2024-11-11,P003,Keyboard,Electronics,East,Diana,2,60,20,0.01,118.8,79.2,Cash
S00697,2024-09-05,P001,Laptop,Electronics,North,Charlie,4,1200,800,0.19,3888.0,1296.0,Credit Card
S00698,2024-04-27,P002,Mouse,Electronics,East,Fiona,8,30,10,0.18,196.8,131.2,Credit Card
S00699,2024-02-07,P006,Notebook,Stationery,South,Diana,8,8,2,0.02,62.72,47.04,Cash
S00700,2024-04-01,P010,Webcam,Electronics,West,Diana,16,90,30,0.01,1425.6,950.4,Cash
S00701,2024-06-20,P006,Notebook,Stationery,South,Fiona,5,8,2,0.11,35.6,26.7,UPI
S00702,2024-06-24,P001,Laptop,Electronics,South,Hannah,19,1200,800,0.01,22572.0,7524.0,UPI
S00703,2024-04-27,P005,Monitor,Electronics,Central,Charlie,20,350,150,0.04,6720.0,3840.0,Credit Card
S00704,2024-01-08,P007,Pen Pack,Stationery,East,Hannah,17,5,1,0.12,74.8,59.84,Cash
S00705,2024-08-01,P004,Desk Chair,Furniture,North,Charlie,8,250,100,0.08,1840.0,1104.0,Credit Card
S00706,2024-12-22,P001,Laptop,Electronics,West,George,16,1200,800,0.18,15744.0,5248.0,Credit Card
S00707,2024-04-21,P008,Standing Desk,Furniture,West,Alice,16,500,200,0.06,7520.0,4512.0,UPI
S00708,2024-03-23,P006,Notebook,Stationery,East,Alice,10,8,2,0.06,75.2,56.4,Cash
S00709,2024-04-04,P010,Webcam,Electronics,West,Charlie,19,90,30,0.01,1692.9,1128.6,Net Banking
S00710,2024-08-06,P008,Standing Desk,Furniture,East,Fiona,1,500,200,0.22,390.0,234.0,Net Banking
S00711,2024-01-29,P010,Webcam,Electronics,East,Bob,18,90,30,0.14,1393.2,928.8,Net Banking
S00712,2024-11-27,P001,Laptop,Electronics,South,Alice,4,1200,800,0.1,4320.0,1440.0,Credit Card
S00713,2024-12-25,P009,Headphones,Electronics,Central,Bob,7,150,50,0.03,1018.5,679.0,UPI
S00714,2024-07-09,P004,Desk Chair,Furniture,North,George,11,250,100,0.09,2502.5,1501.5,Net Banking
S00715,2024-05-29,P008,Standing Desk,Furniture,Central,Hannah,16,500,200,0.13,6960.0,4176.0,Cash
S00716,2024-02-14,P010,Webcam,Electronics,West,Bob,12,90,30,0.2,864.0,576.0,Credit Card
S00717,2024-12-22,P007,Pen Pack,Stationery,North,Bob,6,5,1,0.07,27.9,22.32,UPI
S00718,2024-03-08,P008,Standing Desk,Furniture,Central,Alice,5,500,200,0.22,1950.0,1170.0,Cash
S00719,2024-04-28,P006,Notebook,Stationery,North,Ethan,14,8,2,0.11,99.68,74.76,Net Banking
S00720,2024-10-07,P007,Pen Pack,Stationery,Central,Fiona,19,5,1,0.09,86.45,69.16,Cash
S00721,2024-04-26,P008,Standing Desk,Furniture,East,Ethan,10,500,200,0.14,4300.0,2580.0,Cash
S00722,2024-03-26,P006,Notebook,Stationery,West,,10,8,2,0.19,64.8,48.6,UPI
S00723,2024-01-22,P009,Headphones,Electronics,North,Charlie,10,150,50,0.05,1425.0,950.0,Net Banking
S00724,2024-12-06,P010,Webcam,Electronics,North,Diana,5,90,30,0.11,400.5,267.0,Net Banking
S00725,2024-01-13,P006,Notebook,Stationery,North,Charlie,5,8,2,0.09,36.4,27.3,Cash
S00726,2024-10-06,P008,Standing Desk,Furniture,,Charlie,5,500,200,0.24,1900.0,1140.0,Net Banking
S00727,2024-06-22,P005,Monitor,Electronics,West,Charlie,16,350,150,0.22,4368.0,2496.0,Credit Card
S00728,2024-11-12,P008,Standing Desk,Furniture,,Ethan,2,500,200,0.03,970.0,582.0,UPI
S00729,2024-05-22,P008,Standing Desk,Furniture,South,Diana,12,500,200,0.02,5880.0,3528.0,UPI
S00730,2024-04-09,P001,Laptop,Electronics,West,Bob,3,1200,800,0.13,3132.0,1044.0,Cash
S00731,2024-07-08,P006,Notebook,Stationery,West,Fiona,20,8,2,0.15,136.0,102.0,Cash
S00732,2024-04-20,P006,Notebook,Stationery,North,Hannah,1,8,2,0.07,7.44,5.58,Cash
S00733,2024-03-12,P007,Pen Pack,Stationery,West,George,15,5,1,0.07,69.75,55.8,Credit Card
S00734,2024-07-11,P003,Keyboard,Electronics,Central,Fiona,7,60,20,0.08,386.4,257.6,Credit Card
S00735,2024-03-11,P001,Laptop,Electronics,Central,Charlie,14,1200,800,0.16,14112.0,4704.0,UPI
S00736,2024-09-09,P003,Keyboard,Electronics,East,Ethan,13,60,20,0.07,725.4,483.6,Cash
S00737,2024-03-04,P004,Desk Chair,Furniture,West,Ethan,1,250,100,0.2,200.0,120.0,Net Banking
S00738,2024-05-21,P007,Pen Pack,Stationery,,Diana,6,5,1,0.12,26.4,21.12,Cash
S00739,2024-12-21,P002,Mouse,Electronics,West,George,20,30,10,0.19,486.0,324.0,Credit Card
S00740,2024-01-30,P006,Notebook,Stationery,Central,,17,8,2,0.18,111.52,83.64,UPI
S00741,2024-08-02,P006,Notebook,Stationery,East,Charlie,15,8,2,0.22,93.6,70.2,Net Banking
S00742,2024-02-18,P001,Laptop,Electronics,South,Bob,10,1200,800,0.07,11160.0,3720.0,UPI
S00743,2024-02-19,P009,Headphones,Electronics,East,Ethan,11,150,50,0.22,1287.0,858.0,Net Banking
S00744,2024-02-22,P003,Keyboard,Electronics,South,Hannah,1,60,20,0.03,58.2,38.8,UPI
S00745,2024-02-29,P003,Keyboard,Electronics,North,Bob,17,60,20,0.06,958.8,639.2,UPI
S00746,2024-09-24,P001,Laptop,Electronics,Central,Charlie,16,1200,800,0.09,17472.0,5824.0,Net Banking
S00747,2024-12-18,P003,Keyboard,Electronics,South,Diana,10,60,20,0.01,594.0,396.0,UPI
S00748,2024-02-09,P005,Monitor,Electronics,North,George,5,350,150,0.05,1662.5,950.0,Credit Card
S00749,2024-01-23,P008,Standing Desk,Furniture,East,Alice,14,500,200,0.01,6930.0,4158.0,Credit Card
S00750,2024-04-04,P005,Monitor,Electronics,South,Diana,1,350,150,0.19,283.5,162.0,Net Banking
S00751,2024-06-29,P001,Laptop,Electronics,East,Ethan,3,1200,800,0.04,3456.0,1152.0,UPI
S00752,2024-09-27,P009,Headphones,Electronics,North,Bob,20,150,50,0.06,2820.0,1880.0,UPI
S00753,2024-04-19,P004,Desk Chair,Furniture,North,Alice,10,250,100,0.04,2400.0,1440.0,Cash
S00754,2024-07-13,P006,Notebook,Stationery,East,Bob,19,8,2,0.05,144.4,108.3,Cash
S00755,2024-09-23,P004,Desk Chair,Furniture,North,Fiona,17,250,100,0.06,3995.0,2397.0,UPI
S00756,2024-02-29,P008,Standing Desk,Furniture,West,Alice,12,500,200,0.18,4920.0,2952.0,Cash
S00757,2024-05-28,P005,Monitor,Electronics,West,Hannah,15,350,150,0.15,4462.5,2550.0,Cash
S00758,2024-12-10,P004,Desk Chair,Furniture,West,Fiona,3,250,100,0.22,585.0,351.0,Credit Card
S00759,2024-12-21,P007,Pen Pack,Stationery,West,Bob,15,5,1,0.13,65.25,52.2,Credit Card
S00760,2024-03-03,P003,Keyboard,Electronics,West,Diana,3,60,20,0.09,163.8,109.2,UPI
